archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — English / Communication / Journalism,pg-service-college-english-communication-journalism,History,,College independent-study course in History. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,70,,English history to 1689,1995,Brigham Young University,high,335,need-education,84,Education / Postsecondary / English / Communication / Journalism,15,pg-service-college-english-communication-journalism-page-001,335,English history to 1689,item-course-000439,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000439,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,335,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: History; credit: 3S; division: U,42,English history to 1689,,pg-service-college-english-communication-journalism,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-english-communication-journalism', 'pg-service-college-english-communication-journalism-page-001', 'item-course-000439']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — History / Geography / Government / Law,pg-service-college-history-geography-government-law,Oral history interviewing and processing,,College independent-study course in Oral history interviewing and processing. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,The United States from 1877,1995,Brigham Young University,high,121,need-education,84,Education / Postsecondary / History / Geography / Government / Law,15,pg-service-college-history-geography-government-law-page-001,121,The United States from 1877,item-course-000440,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000440,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,121,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: Oral history interviewing and processing; credit: 3S; division: L,42,The United States from 1877,,pg-service-college-history-geography-government-law,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-history-geography-government-law', 'pg-service-college-history-geography-government-law-page-001', 'item-course-000440']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — History / Geography / Government / Law,pg-service-college-history-geography-government-law,Oral history interviewing and processing,,College independent-study course in Oral history interviewing and processing. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,69,,The United States to 1877,1995,Brigham Young University,high,120,need-education,84,Education / Postsecondary / History / Geography / Government / Law,15,pg-service-college-history-geography-government-law-page-001,120,The United States to 1877,item-course-000441,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000441,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,120,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: Oral history interviewing and processing; credit: 3S; division: L,42,The United States to 1877,,pg-service-college-history-geography-government-law,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-history-geography-government-law', 'pg-service-college-history-geography-government-law-page-001', 'item-course-000441']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,General / Interdisciplinary,,College independent-study course in General / Interdisciplinary. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,71,,The family in Europe,1995,Brigham Young University,high,326,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-001,326,The family in Europe,item-course-000442,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000442,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,326,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: General / Interdisciplinary; credit: 3S; division: U,42,The family in Europe,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-001', 'item-course-000442']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — General / Interdisciplinary,pg-service-college-general-interdisciplinary,General / Interdisciplinary,,College independent-study course in General / Interdisciplinary. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,75,,Utah,1995,Brigham Young University,high,366,need-education,84,Education / Postsecondary / General / Interdisciplinary,15,pg-service-college-general-interdisciplinary-page-002,366,Utah,item-course-000443,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000443,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,366,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: General / Interdisciplinary; credit: 3S; division: U,42,Utah,,pg-service-college-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-general-interdisciplinary', 'pg-service-college-general-interdisciplinary-page-002', 'item-course-000443']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — General / Interdisciplinary,pg-service-college-general-interdisciplinary,General / Interdisciplinary,,College independent-study course in General / Interdisciplinary. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,73,,World civilization since 1500,1995,Brigham Young University,high,202,need-education,84,Education / Postsecondary / General / Interdisciplinary,15,pg-service-college-general-interdisciplinary-page-002,202,World civilization since 1500,item-course-000444,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000444,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,202,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: General / Interdisciplinary; credit: 3S; division: L,42,World civilization since 1500,,pg-service-college-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-general-interdisciplinary', 'pg-service-college-general-interdisciplinary-page-002', 'item-course-000444']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — General / Interdisciplinary,pg-service-college-general-interdisciplinary,General / Interdisciplinary,,College independent-study course in General / Interdisciplinary. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,World civilization to 1500,1995,Brigham Young University,high,201,need-education,84,Education / Postsecondary / General / Interdisciplinary,15,pg-service-college-general-interdisciplinary-page-002,201,World civilization to 1500,item-course-000445,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000445,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,201,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: General / Interdisciplinary; credit: 3S; division: L,42,World civilization to 1500,,pg-service-college-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-general-interdisciplinary', 'pg-service-college-general-interdisciplinary-page-002', 'item-course-000445']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Arts / Music / Theatre,pg-service-college-arts-music-theatre,Humanities,,College independent-study course in Humanities. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,78,,Arts in western culture 2,1995,Brigham Young University,high,202,need-education,84,Education / Postsecondary / Arts / Music / Theatre,15,pg-service-college-arts-music-theatre-page-001,202,Arts in western culture 2,item-course-000446,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000446,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,202,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: Humanities; credit: 3S; division: L,42,Arts in western culture 2,,pg-service-college-arts-music-theatre,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-arts-music-theatre', 'pg-service-college-arts-music-theatre-page-001', 'item-course-000446']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Languages,pg-service-college-languages,Latin,,College independent-study course in Latin. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,77,,Latin for genealogists,1995,Brigham Young University,high,121,need-education,84,Education / Postsecondary / Languages,15,pg-service-college-languages-page-001,121,Latin for genealogists,item-course-000447,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000447,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,121,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: Latin; credit: 3S; division: L,42,Latin for genealogists,,pg-service-college-languages,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-languages', 'pg-service-college-languages-page-001', 'item-course-000447']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Management Communications,,College independent-study course in Management Communications. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,74,,Written business communication,1995,Brigham Young University,high,320,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-002,320,Written business communication,item-course-000448,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-000448,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,320,The Independent Study Catalog,SRC-EDU-ISC-1995,,Brigham Young University,Institution: Brigham Young University; level: College; department: Management Communications; credit: 3S; division: U,42,Written business communication,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-002', 'item-course-000448']",
