archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — Health / Nursing / Emergency Services,pg-service-noncredit-health-nursing-emergency-services,Nursing,,"Noncredit independent-study course in Nursing. Credit: NC, AC.",English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,80,,Adult patient assessment,1995,University of Wisconsin-Extension,high,N60,need-education,84,Education / Skills Training / Health / Nursing / Emergency Services,15,pg-service-noncredit-health-nursing-emergency-services-page-001,N60,Adult patient assessment,item-course-005327,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005327,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,N60,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,"Institution: University of Wisconsin-Extension; level: Noncredit; department: Nursing; credit: NC, AC; division: ",42,Adult patient assessment,,pg-service-noncredit-health-nursing-emergency-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-health-nursing-emergency-services', 'pg-service-noncredit-health-nursing-emergency-services-page-001', 'item-course-005327']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — Health / Nursing / Emergency Services,pg-service-noncredit-health-nursing-emergency-services,Nursing,,"Noncredit independent-study course in Nursing. Credit: NC, AC.",English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,79,,Interpersonal relations,1995,University of Wisconsin-Extension,high,N70,need-education,84,Education / Skills Training / Health / Nursing / Emergency Services,15,pg-service-noncredit-health-nursing-emergency-services-page-001,N70,Interpersonal relations,item-course-005328,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005328,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,N70,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,"Institution: University of Wisconsin-Extension; level: Noncredit; department: Nursing; credit: NC, AC; division: ",42,Interpersonal relations,,pg-service-noncredit-health-nursing-emergency-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-health-nursing-emergency-services', 'pg-service-noncredit-health-nursing-emergency-services-page-001', 'item-course-005328']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — General / Interdisciplinary,pg-service-noncredit-general-interdisciplinary,General / Interdisciplinary,,Noncredit independent-study course in General / Interdisciplinary. Credit: NC.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,75,,magnetism,1995,University of Wisconsin-Extension,high,164,need-education,84,Education / Skills Training / General / Interdisciplinary,15,pg-service-noncredit-general-interdisciplinary-page-002,164,magnetism,item-course-005329,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005329,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,164,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,Institution: University of Wisconsin-Extension; level: Noncredit; department: General / Interdisciplinary; credit: NC; division: ,42,magnetism,,pg-service-noncredit-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-general-interdisciplinary', 'pg-service-noncredit-general-interdisciplinary-page-002', 'item-course-005329']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — General / Interdisciplinary,pg-service-noncredit-general-interdisciplinary,General / Interdisciplinary,,Noncredit independent-study course in General / Interdisciplinary. Credit: NC.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,69,,Fundamentals of mechanics,1995,University of Wisconsin-Extension,high,161,need-education,84,Education / Skills Training / General / Interdisciplinary,15,pg-service-noncredit-general-interdisciplinary-page-001,161,Fundamentals of mechanics,item-course-005330,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005330,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,161,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,Institution: University of Wisconsin-Extension; level: Noncredit; department: General / Interdisciplinary; credit: NC; division: ,42,Fundamentals of mechanics,,pg-service-noncredit-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-general-interdisciplinary', 'pg-service-noncredit-general-interdisciplinary-page-001', 'item-course-005330']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — General / Interdisciplinary,pg-service-noncredit-general-interdisciplinary,General / Interdisciplinary,,Noncredit independent-study course in General / Interdisciplinary. Credit: NC.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,74,,Heat and sound,1995,University of Wisconsin-Extension,high,163,need-education,84,Education / Skills Training / General / Interdisciplinary,15,pg-service-noncredit-general-interdisciplinary-page-002,163,Heat and sound,item-course-005331,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005331,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,163,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,Institution: University of Wisconsin-Extension; level: Noncredit; department: General / Interdisciplinary; credit: NC; division: ,42,Heat and sound,,pg-service-noncredit-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-general-interdisciplinary', 'pg-service-noncredit-general-interdisciplinary-page-002', 'item-course-005331']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — History / Geography / Government / Law,pg-service-noncredit-history-geography-government-law,General / Interdisciplinary,,Noncredit independent-study course in General / Interdisciplinary. Credit: NC.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,78,,Mechanics beyond Newton's laws,1995,University of Wisconsin-Extension,high,162,need-education,84,Education / Skills Training / History / Geography / Government / Law,15,pg-service-noncredit-history-geography-government-law-page-001,162,Mechanics beyond Newton's laws,item-course-005332,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005332,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,162,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,Institution: University of Wisconsin-Extension; level: Noncredit; department: General / Interdisciplinary; credit: NC; division: ,42,Mechanics beyond Newton's laws,,pg-service-noncredit-history-geography-government-law,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-history-geography-government-law', 'pg-service-noncredit-history-geography-government-law-page-001', 'item-course-005332']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — Science / Environment,pg-service-noncredit-science-environment,General / Interdisciplinary,,Noncredit independent-study course in General / Interdisciplinary. Credit: NC.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,76,,Modern physics,1995,University of Wisconsin-Extension,high,166,need-education,84,Education / Skills Training / Science / Environment,15,pg-service-noncredit-science-environment-page-001,166,Modern physics,item-course-005333,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005333,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,166,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,Institution: University of Wisconsin-Extension; level: Noncredit; department: General / Interdisciplinary; credit: NC; division: ,42,Modern physics,,pg-service-noncredit-science-environment,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-science-environment', 'pg-service-noncredit-science-environment-page-001', 'item-course-005333']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — Languages,pg-service-noncredit-languages,Directed reading and translating in Russian,,Noncredit independent-study course in Directed reading and translating in Russian. Credit: NC.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,78,,Russian for reading knowledge,1995,University of Wisconsin-Extension,high,A60,need-education,84,Education / Skills Training / Languages,15,pg-service-noncredit-languages-page-001,A60,Russian for reading knowledge,item-course-005334,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005334,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,A60,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,Institution: University of Wisconsin-Extension; level: Noncredit; department: Directed reading and translating in Russian; credit: NC; division: ,42,Russian for reading knowledge,,pg-service-noncredit-languages,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-languages', 'pg-service-noncredit-languages-page-001', 'item-course-005334']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,Noncredit — Languages,pg-service-noncredit-languages,Spanish,,Noncredit independent-study course in Spanish. Credit: NC.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Skills Training,need-education-skills-training,80,,Spanish for reading knowledge,1995,University of Wisconsin-Extension,high,A60,need-education,84,Education / Skills Training / Languages,15,pg-service-noncredit-languages-page-001,A60,Spanish for reading knowledge,item-course-005335,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005335,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,A60,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,Institution: University of Wisconsin-Extension; level: Noncredit; department: Spanish; credit: NC; division: ,42,Spanish for reading knowledge,,pg-service-noncredit-languages,"['human-consumer', 'human-needs', 'need-education', 'need-education-skills-training', 'pg-service-noncredit-languages', 'pg-service-noncredit-languages-page-001', 'item-course-005335']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Accounting,,College independent-study course in Accounting. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,79,,Advanced accounting,1995,University of Wisconsin-Extension,high,305,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-018,305,Advanced accounting,item-course-005336,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-005336,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,305,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of Wisconsin-Extension,Institution: University of Wisconsin-Extension; level: College; department: Accounting; credit: 3S; division: U,42,Advanced accounting,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-018', 'item-course-005336']",
