archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical catalog; Canadian supplier reference,2016,PPE / Guards / Protective Equipment,pg-safety-ppe,PPE / Guards / Protective Equipment,,Utility Dolly. and control •Durable protective enamel paint,English,72,"Gregg Distributors Product Catalogue, PDF page 154",88,high,explicit_part_number,need-safety-ppe,need-safety-ppe,70,,7 pc. ECONOMY AUTO BODY HIGH QUALITY AUTO BODY BOLT CUTTERS,2016,Gregg Distributors Ltd.,medium,W1014,need-safety,78,Safety / PPE,6,pg-safety-ppe-page-001,W1014,7 pc. ECONOMY AUTO BODY HIGH QUALITY AUTO BODY BOLT CUTTERS,item-cat-000879,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000879,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,36,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,154,W1014,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"Curved Dolly, Shrinking Dolly, Double-End Part No. W1014, Utility Dolly. and control •Durable protective enamel paint",79,7 pc. ECONOMY AUTO BODY HIGH QUALITY AUTO BODY BOLT CUTTERS,,pg-safety-ppe,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-ppe', 'pg-safety-ppe', 'pg-safety-ppe-page-001', 'item-cat-000879']",
True,Historical catalog; Canadian supplier reference,2016,Fasteners,pg-tools-fasteners,Fasteners,,Heel Dolly.,English,82,"Gregg Distributors Product Catalogue, PDF page 154",88,high,explicit_part_number,need-tools-repair-fasteners,need-tools-repair-fasteners,70,,7 pc. ECONOMY AUTO BODY HIGH QUALITY AUTO BODY BOLT CUTTERS,2016,Gregg Distributors Ltd.,medium,W1016,need-tools-repair,78,Tools / Fasteners,16,pg-tools-fasteners-page-002,W1016,7 pc. ECONOMY AUTO BODY HIGH QUALITY AUTO BODY BOLT CUTTERS,item-cat-000880,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000880,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,154,W1016,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"Dolly and Utility Dolly. Part No. W1016, Heel Dolly. Part No. BC-14, 14”.",37,7 pc. ECONOMY AUTO BODY HIGH QUALITY AUTO BODY BOLT CUTTERS,,pg-tools-fasteners,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-fasteners', 'pg-tools-fasteners', 'pg-tools-fasteners-page-002', 'item-cat-000880']",
True,Historical catalog; Canadian supplier reference,2016,Hand Tools,pg-tools-hand,Hand Tools,,16 oz.,English,78,"Gregg Distributors Product Catalogue, PDF page 154",88,high,explicit_part_number,need-tools-repair-hand-tools,need-tools-repair-hand-tools,69,,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,2016,Gregg Distributors Ltd.,medium,W1076,need-tools-repair,78,Tools / Hand Tools,16,pg-tools-hand-page-007,W1076,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,item-cat-000881,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000881,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,154,W1076,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"Part No. M7020B, 16 oz. Part No. W1076, 16 oz. Part No. W1153, 16 oz. (black). Part No. W1010, Straight Pein Finishing",37,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,,pg-tools-hand,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hand-tools', 'pg-tools-hand', 'pg-tools-hand-page-007', 'item-cat-000881']",
True,Historical catalog; Canadian supplier reference,2016,Hand Tools,pg-tools-hand,Hand Tools,,16 oz.,English,83,"Gregg Distributors Product Catalogue, PDF page 154",88,high,explicit_part_number,need-tools-repair-hand-tools,need-tools-repair-hand-tools,79,,BALL PEIN HAMMERS BALL PEIN HAMMER HI-VIZ RUBBER COATED DEAD BLOW HAMMERS,2016,Gregg Distributors Ltd.,medium,W1134-16,need-tools-repair,78,Tools / Hand Tools,16,pg-tools-hand-page-006,W1134-16,BALL PEIN HAMMERS BALL PEIN HAMMER HI-VIZ RUBBER COATED DEAD BLOW HAMMERS,item-cat-000882,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000882,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,154,W1134-16,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"Part No. M7030B, 12 oz. Part No. W1134-16, 16 oz. Part No. M7216, 16 oz.",37,BALL PEIN HAMMERS BALL PEIN HAMMER HI-VIZ RUBBER COATED DEAD BLOW HAMMERS,,pg-tools-hand,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hand-tools', 'pg-tools-hand', 'pg-tools-hand-page-006', 'item-cat-000882']",
True,Historical catalog; Canadian supplier reference,2016,Hand Tools,pg-tools-hand,Hand Tools,,16 oz. (black).,English,84,"Gregg Distributors Product Catalogue, PDF page 154",88,high,explicit_part_number,need-tools-repair-hand-tools,need-tools-repair-hand-tools,79,,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,2016,Gregg Distributors Ltd.,medium,W1153,need-tools-repair,78,Tools / Hand Tools,16,pg-tools-hand-page-007,W1153,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,item-cat-000883,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000883,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,154,W1153,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"Part No. M7020B, 16 oz. Part No. W1076, 16 oz. Part No. W1153, 16 oz. (black). Part No. W1010, Straight Pein Finishing",37,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,,pg-tools-hand,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hand-tools', 'pg-tools-hand', 'pg-tools-hand-page-007', 'item-cat-000883']",
True,Historical catalog; Canadian supplier reference,2016,Hand Tools,pg-tools-hand,Hand Tools,,8 oz. (white). Hammer.,English,81,"Gregg Distributors Product Catalogue, PDF page 154",88,high,explicit_part_number,need-tools-repair-hand-tools,need-tools-repair-hand-tools,76,,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,2016,Gregg Distributors Ltd.,medium,W1154,need-tools-repair,78,Tools / Hand Tools,16,pg-tools-hand-page-007,W1154,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,item-cat-000884,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000884,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,154,W1154,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"Part No. W1154, 8 oz. (white). Hammer.",37,CLAW HAMMER WITH CLAW HAMMER WITH WOOD RUBBER MALLETS HIGH QUALITY AUTO BODY,,pg-tools-hand,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hand-tools', 'pg-tools-hand', 'pg-tools-hand-page-007', 'item-cat-000884']",
True,Historical catalog; Canadian supplier reference,2016,General Hardware / Handles / Hinges,pg-tools-hardware,General Hardware / Handles / Hinges,,"•Durable PVC handles on Mechanic’s pry bars •8”, 12”, 18”, and 24” sizes •Includes a 16” solid",English,83,"Gregg Distributors Product Catalogue, PDF page 154",88,high,explicit_part_number,need-tools-repair-hardware,need-tools-repair-hardware,69,,4 PC. ROLL TYPE PRY BAR SET 5 PC. PRY BAR SET,2016,Gregg Distributors Ltd.,medium,W2021,need-tools-repair,78,Tools / Hardware,16,pg-tools-hardware-page-001,W2021,4 PC. ROLL TYPE PRY BAR SET 5 PC. PRY BAR SET,item-cat-000885,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000885,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,154,W2021,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"Part No. W2021. •Durable PVC handles on Mechanic’s pry bars •8”, 12”, 18”, and 24” sizes •Includes a 16” solid",37,4 PC. ROLL TYPE PRY BAR SET 5 PC. PRY BAR SET,,pg-tools-hardware,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hardware', 'pg-tools-hardware', 'pg-tools-hardware-page-001', 'item-cat-000885']",
True,Historical catalog; Canadian supplier reference,2016,PPE / Guards / Protective Equipment,pg-safety-ppe,PPE / Guards / Protective Equipment,,mechanism •Nylon case for storage •Extra blades store in handle,English,71,"Gregg Distributors Product Catalogue, PDF page 155",88,high,explicit_part_number,need-safety-ppe,need-safety-ppe,70,,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,2016,Gregg Distributors Ltd.,medium,W229,need-safety,78,Safety / PPE,6,pg-safety-ppe-page-001,W229,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,item-cat-000886,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000886,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,29,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,155,W229,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"mechanism •Nylon case for storage •Extra blades store in handle Part No. W234C, carded. Part No. W229.",79,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,,pg-safety-ppe,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-ppe', 'pg-safety-ppe', 'pg-safety-ppe-page-001', 'item-cat-000886']",
True,Historical catalog; Canadian supplier reference,2016,PPE / Guards / Protective Equipment,pg-safety-ppe,PPE / Guards / Protective Equipment,,carded.,English,67,"Gregg Distributors Product Catalogue, PDF page 155",88,high,explicit_part_number,need-safety-ppe,need-safety-ppe,75,,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,2016,Gregg Distributors Ltd.,medium,W234C,need-safety,78,Safety / PPE,6,pg-safety-ppe-page-001,W234C,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,item-cat-000887,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000887,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,28,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,155,W234C,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"mechanism •Nylon case for storage •Extra blades store in handle Part No. W234C, carded. Part No. W229.",79,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,,pg-safety-ppe,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-ppe', 'pg-safety-ppe', 'pg-safety-ppe-page-001', 'item-cat-000887']",
True,Historical catalog; Canadian supplier reference,2016,PPE / Guards / Protective Equipment,pg-safety-ppe,PPE / Guards / Protective Equipment,,3” blade.,English,70,"Gregg Distributors Product Catalogue, PDF page 155",88,high,explicit_part_number,need-safety-ppe,need-safety-ppe,77,,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,2016,Gregg Distributors Ltd.,medium,W457,need-safety,78,Safety / PPE,6,pg-safety-ppe-page-001,W457,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,item-cat-000888,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-000888,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,36,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Gregg Catalogue.PDF,English,155,W457,Gregg Distributors Product Catalogue,SRC-0103,,Gregg Distributors Ltd.,"Part No. W457, 3” blade. Part No. W233, carded.",79,4” RETRACTABLE SAFETY 53⁄4” UTILITY KNIFE 7” UTILITY KNIFE 100 PC. SINGLE EDGE RAZOR,,pg-safety-ppe,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-ppe', 'pg-safety-ppe', 'pg-safety-ppe-page-001', 'item-cat-000888']",
