archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,Psychology,,College independent-study course in Psychology. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,73,,Psychology of adjustment C,1995,University of South Carolina,high,103,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-009,103,Psychology of adjustment C,item-course-004624,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004624,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,103,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Psychology; credit: 3S; division: L,42,Psychology of adjustment C,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-009', 'item-course-004624']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,Psychology,,College independent-study course in Psychology. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,73,,Psychology of adolescence C,1995,University of South Carolina,high,521,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-009,521,Psychology of adolescence C,item-course-004625,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004625,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,521,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Psychology; credit: 3S; division: U,42,Psychology of adolescence C,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-009', 'item-course-004625']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Education / Teaching,pg-service-college-education-teaching,Specific learning disabilities of school,,College independent-study course in Specific learning disabilities of school. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,68,,children C,1995,University of South Carolina,high,529,need-education,84,Education / Postsecondary / Education / Teaching,15,pg-service-college-education-teaching-page-003,529,children C,item-course-004626,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004626,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,529,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Specific learning disabilities of school; credit: 3S; division: U,42,children C,,pg-service-college-education-teaching,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-education-teaching', 'pg-service-college-education-teaching-page-003', 'item-course-004626']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Education / Teaching,pg-service-college-education-teaching,Specific learning disabilities of school,,College independent-study course in Specific learning disabilities of school. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,76,,Survey of personality C,1995,University of South Carolina,high,440,need-education,84,Education / Postsecondary / Education / Teaching,15,pg-service-college-education-teaching-page-003,440,Survey of personality C,item-course-004627,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004627,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,440,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Specific learning disabilities of school; credit: 3S; division: U,42,Survey of personality C,,pg-service-college-education-teaching,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-education-teaching', 'pg-service-college-education-teaching-page-003', 'item-course-004627']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — General / Interdisciplinary,pg-service-college-general-interdisciplinary,Retailing,,College independent-study course in Retailing. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,Merchandising C,1995,University of South Carolina,high,367,need-education,84,Education / Postsecondary / General / Interdisciplinary,15,pg-service-college-general-interdisciplinary-page-011,367,Merchandising C,item-course-004628,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004628,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,367,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Retailing; credit: 3S; division: U,42,Merchandising C,,pg-service-college-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-general-interdisciplinary', 'pg-service-college-general-interdisciplinary-page-011', 'item-course-004628']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,Social Work,,College independent-study course in Social Work. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,69,,Foundations of social welfare C,1995,University of South Carolina,high,302,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-008,302,Foundations of social welfare C,item-course-004629,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004629,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,302,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Social Work; credit: 3S; division: U,42,Foundations of social welfare C,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-008', 'item-course-004629']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,Social Work,,College independent-study course in Social Work. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,79,,Independent study C,1995,University of South Carolina,high,399,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-008,399,Independent study C,item-course-004630,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004630,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,399,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Social Work; credit: 3S; division: U,42,Independent study C,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-008', 'item-course-004630']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,Social Work,,College independent-study course in Social Work. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,Interviewing C,1995,University of South Carolina,high,421,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-008,421,Interviewing C,item-course-004631,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004631,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,421,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Social Work; credit: 3S; division: U,42,Interviewing C,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-008', 'item-course-004631']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — General / Interdisciplinary,pg-service-college-general-interdisciplinary,Social welfare services for children and,,College independent-study course in Social welfare services for children and. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,75,,youth C,1995,University of South Carolina,high,303,need-education,84,Education / Postsecondary / General / Interdisciplinary,15,pg-service-college-general-interdisciplinary-page-011,303,youth C,item-course-004632,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004632,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,303,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Social welfare services for children and; credit: 3S; division: U,42,youth C,,pg-service-college-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-general-interdisciplinary', 'pg-service-college-general-interdisciplinary-page-011', 'item-course-004632']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — General / Interdisciplinary,pg-service-college-general-interdisciplinary,Social welfare services for women and,,College independent-study course in Social welfare services for women and. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,70,,minorities C,1995,University of South Carolina,high,305,need-education,84,Education / Postsecondary / General / Interdisciplinary,15,pg-service-college-general-interdisciplinary-page-011,305,minorities C,item-course-004633,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-004633,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,305,The Independent Study Catalog,SRC-EDU-ISC-1995,,University of South Carolina,Institution: University of South Carolina; level: College; department: Social welfare services for women and; credit: 3S; division: U,42,minorities C,,pg-service-college-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-general-interdisciplinary', 'pg-service-college-general-interdisciplinary-page-011', 'item-course-004633']",
