archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical catalog; current online likely,2016,Fuses / Circuit Breakers / Protection,pg-safety-fuses,Fuses / Circuit Breakers / Protection,,Single Rate Thermal Circuit Breaker,English,65,"Grote Fuse Circuit Protection Catalog, PDF page 20",72,medium,table_row,need-safety-fire-protection,need-safety-fire-protection,89,,Universal Circuit Breaker – Snap-In Style,2016,Grote,high,150A,need-safety,90,Safety / Circuit Protection,6,pg-safety-fuses-page-006,150A,Universal Circuit Breaker – Snap-In Style,item-cat-005664,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005664,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,35,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog - Fuse Circut Protection.pdf,English,20,150A,Grote Fuse Circuit Protection Catalog,SRC-0105,,Grote,82-2176 150A Single Rate Thermal Circuit Breaker 82-2173 30A Universal Circuit Breaker (Snap-In),79,Universal Circuit Breaker – Snap-In Style,,pg-safety-fuses,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-fire-protection', 'pg-safety-fuses', 'pg-safety-fuses-page-006', 'item-cat-005664']",
True,Historical catalog; current online likely,2016,Fuses / Circuit Breakers / Protection,pg-safety-fuses,Fuses / Circuit Breakers / Protection,,W/O Mounting Current With Right Current,English,65,"Grote Fuse Circuit Protection Catalog, PDF page 20",72,medium,table_row,need-safety-fire-protection,need-safety-fire-protection,80,,W/O Mounting Current With Right Current,2016,Grote,high,15A,need-safety,90,Safety / Circuit Protection,6,pg-safety-fuses-page-006,15A,W/O Mounting Current With Right Current,item-cat-005665,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005665,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,28,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog - Fuse Circut Protection.pdf,English,20,15A,Grote Fuse Circuit Protection Catalog,SRC-0105,,Grote,82-2196 15A Universal Circuit Breaker (Plug-In) 82-2180 15A 82-2190 15A,79,W/O Mounting Current With Right Current,,pg-safety-fuses,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-fire-protection', 'pg-safety-fuses', 'pg-safety-fuses-page-006', 'item-cat-005665']",
True,Historical catalog; current online likely,2016,Fuses / Circuit Breakers / Protection,pg-safety-fuses,Fuses / Circuit Breakers / Protection,,Single Rate Thermal Circuit Breaker,English,68,"Grote Fuse Circuit Protection Catalog, PDF page 20",72,medium,table_row,need-safety-fire-protection,need-safety-fire-protection,80,,Universal Circuit Breaker – Snap-In Style,2016,Grote,high,200A,need-safety,90,Safety / Circuit Protection,6,pg-safety-fuses-page-006,200A,Universal Circuit Breaker – Snap-In Style,item-cat-005666,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005666,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,30,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog - Fuse Circut Protection.pdf,English,20,200A,Grote Fuse Circuit Protection Catalog,SRC-0105,,Grote,82-2217 200A Single Rate Thermal Circuit Breaker 82-2174 40A Universal Circuit Breaker (Snap-In),79,Universal Circuit Breaker – Snap-In Style,,pg-safety-fuses,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-fire-protection', 'pg-safety-fuses', 'pg-safety-fuses-page-006', 'item-cat-005666']",
True,Historical catalog; current online likely,2016,Fuses / Circuit Breakers / Protection,pg-safety-fuses,Fuses / Circuit Breakers / Protection,,W/O Mounting Current With Right Current,English,69,"Grote Fuse Circuit Protection Catalog, PDF page 20",72,medium,table_row,need-safety-fire-protection,need-safety-fire-protection,83,,W/O Mounting Current With Right Current,2016,Grote,high,35A,need-safety,90,Safety / Circuit Protection,6,pg-safety-fuses-page-006,35A,W/O Mounting Current With Right Current,item-cat-005667,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005667,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,30,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog - Fuse Circut Protection.pdf,English,20,35A,Grote Fuse Circuit Protection Catalog,SRC-0105,,Grote,82-2200 35A Universal Circuit Breaker (Plug-In) 82-2184 35A 82-2187 35A,79,W/O Mounting Current With Right Current,,pg-safety-fuses,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-fire-protection', 'pg-safety-fuses', 'pg-safety-fuses-page-006', 'item-cat-005667']",
True,Historical catalog; current online likely,2016,Fuses / Circuit Breakers / Protection,pg-safety-fuses,Fuses / Circuit Breakers / Protection,,W/O Mounting Current With Right Current,English,72,"Grote Fuse Circuit Protection Catalog, PDF page 20",72,medium,table_row,need-safety-fire-protection,need-safety-fire-protection,79,,W/O Mounting Current With Right Current,2016,Grote,high,50A,need-safety,90,Safety / Circuit Protection,6,pg-safety-fuses-page-006,50A,W/O Mounting Current With Right Current,item-cat-005668,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005668,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,29,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog - Fuse Circut Protection.pdf,English,20,50A,Grote Fuse Circuit Protection Catalog,SRC-0105,,Grote,82-2185 50A 82-2188 50A,79,W/O Mounting Current With Right Current,,pg-safety-fuses,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-fire-protection', 'pg-safety-fuses', 'pg-safety-fuses-page-006', 'item-cat-005668']",
True,Historical catalog; current online likely,2016,Fuses / Circuit Breakers / Protection,pg-safety-fuses,Fuses / Circuit Breakers / Protection,,Single Rate Thermal Circuit Breaker,English,67,"Grote Fuse Circuit Protection Catalog, PDF page 20",72,medium,table_row,need-safety-fire-protection,need-safety-fire-protection,85,,Universal Circuit Breaker – Snap-In Style,2016,Grote,high,80A,need-safety,90,Safety / Circuit Protection,6,pg-safety-fuses-page-006,80A,Universal Circuit Breaker – Snap-In Style,item-cat-005669,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005669,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,27,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog - Fuse Circut Protection.pdf,English,20,80A,Grote Fuse Circuit Protection Catalog,SRC-0105,,Grote,82-2177 80A Single Rate Thermal Circuit Breaker 82-2171 15A Universal Circuit Breaker (Snap-In),79,Universal Circuit Breaker – Snap-In Style,,pg-safety-fuses,"['human-consumer', 'human-needs', 'need-safety', 'need-safety-fire-protection', 'pg-safety-fuses', 'pg-safety-fuses-page-006', 'item-cat-005669']",
True,Historical catalog; current online likely,2016,Vehicle Lighting,pg-transport-lighting,Vehicle Lighting,,"Yellow, w/ Hardshell",English,84,"Grote Lighting Systems Catalog, PDF page 21",72,medium,table_row,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,80,,M A R K E R,2016,Grote,high,45303,need-transportation,90,Transportation / Vehicle Electrical / Lighting,10,pg-transport-lighting-page-010,45303,M A R K E R,item-cat-005670,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005670,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog.pdf,English,21,45303,Grote Lighting Systems Catalog,SRC-0105,,Grote,"45303 Yellow, w/ Hardshell",62,M A R K E R,,pg-transport-lighting,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-lighting', 'pg-transport-lighting-page-010', 'item-cat-005670']",
True,Historical catalog; current online likely,2016,Vehicle Lighting,pg-transport-lighting,Vehicle Lighting,,"Red, w/ Grommet (125.73 mm)",English,80,"Grote Lighting Systems Catalog, PDF page 21",72,medium,table_row,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,80,,MULTI VOLT (149.1 mm),2016,Grote,high,49262,need-transportation,90,Transportation / Vehicle Electrical / Lighting,10,pg-transport-lighting-page-010,49262,MULTI VOLT (149.1 mm),item-cat-005671,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005671,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog.pdf,English,21,49262,Grote Lighting Systems Catalog,SRC-0105,,Grote,"49262 Red, w/ Grommet (125.73 mm)",62,MULTI VOLT (149.1 mm),,pg-transport-lighting,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-lighting', 'pg-transport-lighting-page-010', 'item-cat-005671']",
True,Historical catalog; current online likely,2016,Vehicle Lighting,pg-transport-lighting,Vehicle Lighting,,"Yellow, w/ Grommet",English,79,"Grote Lighting Systems Catalog, PDF page 21",72,medium,table_row,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,80,,MULTI VOLT (149.1 mm),2016,Grote,high,49263,need-transportation,90,Transportation / Vehicle Electrical / Lighting,10,pg-transport-lighting-page-010,49263,MULTI VOLT (149.1 mm),item-cat-005672,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005672,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,24,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog.pdf,English,21,49263,Grote Lighting Systems Catalog,SRC-0105,,Grote,"49263 Yellow, w/ Grommet",62,MULTI VOLT (149.1 mm),,pg-transport-lighting,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-lighting', 'pg-transport-lighting-page-010', 'item-cat-005672']",
True,Historical catalog; current online likely,2016,Vehicle Lighting,pg-transport-lighting,Vehicle Lighting,,"Red, w/ Grommet",English,79,"Grote Lighting Systems Catalog, PDF page 21",72,medium,table_row,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,86,,MULTI VOLT (149.1 mm),2016,Grote,high,49282,need-transportation,90,Transportation / Vehicle Electrical / Lighting,10,pg-transport-lighting-page-010,49282,MULTI VOLT (149.1 mm),item-cat-005673,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-005673,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,2016 - Grote Catalog.pdf,English,21,49282,Grote Lighting Systems Catalog,SRC-0105,,Grote,"49282 Red, w/ Grommet",62,MULTI VOLT (149.1 mm),,pg-transport-lighting,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-lighting', 'pg-transport-lighting-page-010', 'item-cat-005673']",
