archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Mathematics / Statistics,pg-service-college-mathematics-statistics,Algebra and geometry for elementary,,College independent-study course in Algebra and geometry for elementary. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,69,,teachers,1995,Northern State University,high,MA342,need-education,84,Education / Postsecondary / Mathematics / Statistics,15,pg-service-college-mathematics-statistics-page-002,MA342,teachers,item-course-001778,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001778,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,MA342,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Algebra and geometry for elementary; credit: 3S; division: U,42,teachers,,pg-service-college-mathematics-statistics,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-mathematics-statistics', 'pg-service-college-mathematics-statistics-page-002', 'item-course-001778']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Mathematics / Statistics,pg-service-college-mathematics-statistics,Algebra and geometry for elementary,,College independent-study course in Algebra and geometry for elementary. Credit: 2S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,68,,Environmental biology,1995,Northern State University,high,BI211,need-education,84,Education / Postsecondary / Mathematics / Statistics,15,pg-service-college-mathematics-statistics-page-002,BI211,Environmental biology,item-course-001779,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001779,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BI211,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Algebra and geometry for elementary; credit: 2S; division: L,42,Environmental biology,,pg-service-college-mathematics-statistics,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-mathematics-statistics', 'pg-service-college-mathematics-statistics-page-002', 'item-course-001779']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Mathematics / Statistics,pg-service-college-mathematics-statistics,Algebra and geometry for elementary,,College independent-study course in Algebra and geometry for elementary. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,76,,Foundations of mathematics,1995,Northern State University,high,MA341,need-education,84,Education / Postsecondary / Mathematics / Statistics,15,pg-service-college-mathematics-statistics-page-002,MA341,Foundations of mathematics,item-course-001780,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001780,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,MA341,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Algebra and geometry for elementary; credit: 3S; division: U,42,Foundations of mathematics,,pg-service-college-mathematics-statistics,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-mathematics-statistics', 'pg-service-college-mathematics-statistics-page-002', 'item-course-001780']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Mathematics / Statistics,pg-service-college-mathematics-statistics,Algebra and geometry for elementary,,College independent-study course in Algebra and geometry for elementary. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,70,,Trigonometry,1995,Northern State University,high,MAI 20,need-education,84,Education / Postsecondary / Mathematics / Statistics,15,pg-service-college-mathematics-statistics-page-002,MAI 20,Trigonometry,item-course-001781,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001781,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,MAI 20,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Algebra and geometry for elementary; credit: 3S; division: L,42,Trigonometry,,pg-service-college-mathematics-statistics,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-mathematics-statistics', 'pg-service-college-mathematics-statistics-page-002', 'item-course-001781']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Education / Teaching,pg-service-college-education-teaching,Psychology and Counselor Education,,College independent-study course in Psychology and Counselor Education. Credit: 2S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,71,,Educational psychology,1995,Northern State University,high,EP202,need-education,84,Education / Postsecondary / Education / Teaching,15,pg-service-college-education-teaching-page-001,EP202,Educational psychology,item-course-001782,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001782,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,EP202,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Psychology and Counselor Education; credit: 2S; division: L,42,Educational psychology,,pg-service-college-education-teaching,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-education-teaching', 'pg-service-college-education-teaching-page-001', 'item-course-001782']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Education / Teaching,pg-service-college-education-teaching,Psychology and Counselor Education,,College independent-study course in Psychology and Counselor Education. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,72,,General psychology,1995,Northern State University,high,PS101,need-education,84,Education / Postsecondary / Education / Teaching,15,pg-service-college-education-teaching-page-001,PS101,General psychology,item-course-001783,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001783,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,PS101,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Psychology and Counselor Education; credit: 3S; division: L,42,General psychology,,pg-service-college-education-teaching,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-education-teaching', 'pg-service-college-education-teaching-page-001', 'item-course-001783']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Science / Environment,pg-service-college-science-environment,Social Sciences,,College independent-study course in Social Sciences. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,76,,American government,1995,Northern State University,high,PO100,need-education,84,Education / Postsecondary / Science / Environment,15,pg-service-college-science-environment-page-004,PO100,American government,item-course-001784,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001784,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,PO100,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Social Sciences; credit: 3S; division: L,42,American government,,pg-service-college-science-environment,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-science-environment', 'pg-service-college-science-environment-page-004', 'item-course-001784']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Science / Environment,pg-service-college-science-environment,Social Sciences,,College independent-study course in Social Sciences. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,77,,Courtship and marriage,1995,Northern State University,high,SO250,need-education,84,Education / Postsecondary / Science / Environment,15,pg-service-college-science-environment-page-004,SO250,Courtship and marriage,item-course-001785,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001785,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,SO250,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Social Sciences; credit: 3S; division: L,42,Courtship and marriage,,pg-service-college-science-environment,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-science-environment', 'pg-service-college-science-environment-page-004', 'item-course-001785']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Science / Environment,pg-service-college-science-environment,Social Sciences,,College independent-study course in Social Sciences. Credit: 2S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,79,,Population studies,1995,Northern State University,high,S0362,need-education,84,Education / Postsecondary / Science / Environment,15,pg-service-college-science-environment-page-004,S0362,Population studies,item-course-001786,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001786,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,S0362,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Social Sciences; credit: 2S; division: U,42,Population studies,,pg-service-college-science-environment,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-science-environment', 'pg-service-college-science-environment-page-004', 'item-course-001786']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Science / Environment,pg-service-college-science-environment,Social Sciences,,College independent-study course in Social Sciences. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,73,,Principles of sociology,1995,Northern State University,high,SOI 00,need-education,84,Education / Postsecondary / Science / Environment,15,pg-service-college-science-environment-page-004,SOI 00,Principles of sociology,item-course-001787,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001787,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,SOI 00,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Social Sciences; credit: 3S; division: L,42,Principles of sociology,,pg-service-college-science-environment,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-science-environment', 'pg-service-college-science-environment-page-004', 'item-course-001787']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — General / Interdisciplinary,pg-service-college-general-interdisciplinary,Social disorganization and deviant behavior,,College independent-study course in Social disorganization and deviant behavior. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,75,,Social gerontology,1995,Northern State University,high,S0458,need-education,84,Education / Postsecondary / General / Interdisciplinary,15,pg-service-college-general-interdisciplinary-page-005,S0458,Social gerontology,item-course-001788,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001788,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,S0458,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: Social disorganization and deviant behavior; credit: 3S; division: U,42,Social gerontology,,pg-service-college-general-interdisciplinary,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-general-interdisciplinary', 'pg-service-college-general-interdisciplinary-page-005', 'item-course-001788']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — History / Geography / Government / Law,pg-service-college-history-geography-government-law,South Dakota history and government,,College independent-study course in South Dakota history and government. Credit: 2S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,73,,State and local government,1995,Northern State University,high,PO210,need-education,84,Education / Postsecondary / History / Geography / Government / Law,15,pg-service-college-history-geography-government-law-page-003,PO210,State and local government,item-course-001789,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001789,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,PO210,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: South Dakota history and government; credit: 2S; division: L,42,State and local government,,pg-service-college-history-geography-government-law,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-history-geography-government-law', 'pg-service-college-history-geography-government-law-page-003', 'item-course-001789']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — History / Geography / Government / Law,pg-service-college-history-geography-government-law,South Dakota history and government,,College independent-study course in South Dakota history and government. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,75,,The family,1995,Northern State University,high,S0382,need-education,84,Education / Postsecondary / History / Geography / Government / Law,15,pg-service-college-history-geography-government-law-page-003,S0382,The family,item-course-001790,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001790,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,S0382,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: South Dakota history and government; credit: 3S; division: U,42,The family,,pg-service-college-history-geography-government-law,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-history-geography-government-law', 'pg-service-college-history-geography-government-law-page-003', 'item-course-001790']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — History / Geography / Government / Law,pg-service-college-history-geography-government-law,South Dakota history and government,,College independent-study course in South Dakota history and government. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,United States history I,1995,Northern State University,high,HI241,need-education,84,Education / Postsecondary / History / Geography / Government / Law,15,pg-service-college-history-geography-government-law-page-003,HI241,United States history I,item-course-001791,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001791,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,HI241,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: South Dakota history and government; credit: 3S; division: L,42,United States history I,,pg-service-college-history-geography-government-law,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-history-geography-government-law', 'pg-service-college-history-geography-government-law-page-003', 'item-course-001791']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — History / Geography / Government / Law,pg-service-college-history-geography-government-law,South Dakota history and government,,College independent-study course in South Dakota history and government. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,United States history II,1995,Northern State University,high,HI242,need-education,84,Education / Postsecondary / History / Geography / Government / Law,15,pg-service-college-history-geography-government-law-page-003,HI242,United States history II,item-course-001792,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001792,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,HI242,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northern State University,Institution: Northern State University; level: College; department: South Dakota history and government; credit: 3S; division: L,42,United States history II,,pg-service-college-history-geography-government-law,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-history-geography-government-law', 'pg-service-college-history-geography-government-law-page-003', 'item-course-001792']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Accounting,,College independent-study course in Accounting. Credit: 4S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,70,,Accounting principles I,1995,Northwood University,high,AC101,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-007,AC101,Accounting principles I,item-course-001793,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001793,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,AC101,The Independent Study Catalog,SRC-EDU-ISC-1995,,Northwood University,Institution: Northwood University; level: College; department: Accounting; credit: 4S; division: L,42,Accounting principles I,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-007', 'item-course-001793']",
